cellule,Z_biapy,X_biapy,Y_biapy,Z_gcamp,X_gcamp,Y_gcamp,distance_3D
250,50.4016903193522,813.25,957.25,54.0621570956123,812.462555451678,956.695457674173,3.7850499505186
251,68.9881739600967,814,862,57.5115673406466,815.408937400427,857.716157699831,12.3308113661934
252,57.2545447545496,911,935.75,55.8687868537746,911.392106973565,936.739807230593,1.74750999768611
253,57.8224568974352,725.5,938,53.7232887940635,725.048259023834,937.894021813961,4.12534609762185
254,61.1143017465927,773.5,1104,48.5382981293073,773.220031915742,1103.89674563482,12.5795433372641
255,54.450461736073,867.5,973.25,54.0053265400811,870.245836338618,977.260614757885,4.88085989118208
256,59.4860143121906,761.75,1016.25,51.3635981086141,757.948022747226,1017.03575908434,9.0025603776565
257,57.4475073971884,874.25,1111.25,49.3839726652632,873.241086318572,1112.14138364179,8.17514917211877
258,62.0664316625168,923,905.75,57.075187149116,926.394457250823,906.697148341369,6.10998787239186
259,50.194207093408,876.75,1078.25,50.5847578395761,881.328697860789,1079.99749831108,4.91637613826956
260,50.1759910694099,860.25,1089.5,49.9569014608284,858.640592846588,1090.76094565683,2.05625280340507
261,54.7785333456113,758.5,1047.25,50.30419979101,756.756293061046,1047.34081731698,4.80295975746712
